283	2	1
88	4	1
925	1	1
685	2	1
632	0	0
830	2	1
673	1	0
167	4	1
547	1	1
70	1	0
470	4	0
620	0	1
149	4	0
689	2	0
111	2	1
380	4	0
967	3	1
483	1	1
682	1	0
742	3	0
673	0	0
445	2	1
383	1	0
382	0	1
79	4	0
137	0	1
749	4	0
801	0	1
236	1	0
955	2	0
393	4	0
409	2	1
973	1	0
77	4	0
112	4	1
626	1	0
728	0	0
926	4	0
109	2	0
81	4	0
462	0	0
508	1	0
740	2	0
657	3	1
497	1	0
743	4	0
540	4	1
74	0	1
766	0	0
439	1	1
473	4	1
661	2	0
459	3	1
338	4	0
627	0	0
298	2	0
795	4	1
692	2	0
7	4	1
560	0	1
177	4	0
733	2	1
846	4	1
663	2	1
844	1	0
468	1	0
759	2	1
386	3	1
553	4	0
770	1	1
875	1	0
57	4	1
20	3	0
762	2	1
99	4	0
803	0	0
542	4	0
575	0	1
92	1	1
893	1	0
790	4	0
866	4	1
682	0	1
556	0	1
219	0	0
26	2	0
870	1	0
636	0	0
369	4	1
40	2	1
779	4	1
988	3	0
927	4	0
598	2	0
660	2	0
786	2	1
763	2	1
8	2	1
675	0	1
190	4	1
811	2	0
201	2	0
282	3	1
877	3	1
487	1	1
584	1	0
192	0	0
645	3	1
317	2	0
362	2	0
883	0	0
768	4	0
858	3	0
28	0	0
785	2	1
701	3	1
314	4	0
642	3	1
312	3	0
445	0	0
596	2	1
115	1	1
933	3	1
575	0	1
165	1	0
111	0	1
266	0	1
187	4	0
335	4	1
165	0	0
562	1	1
162	0	0
554	0	1
585	3	0
451	3	0
715	2	0
767	1	0
456	3	0
751	1	1
411	4	1
850	3	0
282	0	0
74	2	0
568	2	0
324	1	0
518	3	0
192	4	0
179	3	1
323	1	1
185	1	0
52	3	1
581	3	0
565	0	1
356	4	1
496	3	0
799	3	0
748	3	1
80	1	0
200	3	0
318	4	1
14	4	0
789	4	1
426	4	1
877	1	1
736	1	0
626	3	0
563	3	0
777	1	1
549	2	0
334	0	1
991	1	0
574	3	1
446	2	0
134	0	1
424	0	1
388	4	0
425	0	0
619	3	0
49	1	0
541	0	0
822	3	0
27	4	1
729	0	0
420	4	1
787	0	0
86	4	0
996	3	1
306	0	1
897	2	1
6	1	1
1	4	1
43	4	0
447	0	0
114	1	1
91	4	1
166	3	1
20	1	0
603	0	1
191	0	0
20	0	1
515	4	1
221	1	1
85	3	0
324	1	1
363	0	1
599	3	0
125	4	0
238	1	0
352	1	0
692	1	0
418	2	1
987	2	0
534	0	0
702	1	1
392	3	0
283	0	1
515	3	1
769	3	1
205	0	0
470	0	0
490	1	1
752	1	1
455	1	1
613	0	0
810	3	1
814	0	0
745	1	1
612	1	0
510	4	1
774	3	1
687	4	1
595	2	0
876	1	1
82	4	1
939	3	0
289	4	1
258	2	1
880	3	0
556	1	1
8	2	0
103	1	0
508	4	0
6	1	0
412	3	0
42	3	1
243	3	1
413	4	0
89	4	0
762	2	1
579	2	1
901	4	0
362	3	0
640	4	0
811	0	0
936	3	1
326	0	1
306	0	0
584	3	0
907	0	0
963	4	1
503	4	0
37	1	0
246	0	1
860	2	1
892	3	0
700	1	0
242	2	0
759	4	0
77	3	1
576	3	0
585	0	1
551	0	0
488	4	1
437	4	1
856	1	0
65	2	0
501	0	0
895	4	1
634	0	0
648	1	0
323	2	0
414	4	0
484	0	1
489	3	1
983	3	0
210	0	0
300	4	1
405	2	1
408	2	0
64	3	1
176	0	1
626	2	1
447	1	1
263	0	1
768	1	1
906	0	0
771	0	0
375	2	1
106	1	1
473	2	1
842	0	1
659	1	1
795	1	0
203	2	0
511	3	0
633	2	1
523	0	0
431	3	1
11	4	1
834	1	1
33	2	0
368	4	1
942	1	0
947	0	0
28	4	1
163	4	0
771	0	1
458	1	0
346	1	0
561	3	0
133	0	0
19	1	0
171	2	1
377	4	0
73	4	1
947	3	1
454	2	1
745	1	0
847	2	0
998	0	1
921	2	1
738	2	1
5	1	0
284	2	0
784	1	1
341	3	1
206	1	0
593	2	1
937	4	1
879	2	0
117	2	1
193	4	0
628	3	1
231	1	0
182	4	1
342	0	0
850	2	0
666	1	1
414	1	1
782	4	1
478	2	0
50	1	0
860	2	1
422	1	1
892	0	1
539	3	0
859	2	0
853	4	0
744	1	0
924	2	1
83	4	0
209	0	1
500	4	0
862	3	1
964	3	1
502	3	0
49	4	1
724	4	1
253	2	0
258	4	0
394	2	0
533	2	0
943	0	1
659	2	1
327	0	1
493	0	0
176	3	1
450	2	1
792	3	1
215	4	1
668	2	0
164	2	1
358	0	0
728	4	0
942	0	1
781	1	1
705	3	1
564	1	1
427	4	1
319	1	1
101	3	0
818	1	0
292	3	0
323	2	1
317	0	0
946	3	1
635	2	0
245	1	0
600	0	1
589	2	1
863	2	1
588	0	1
692	2	1
745	2	1
707	2	0
916	3	1
22	4	1
46	3	0
473	3	0
590	4	1
715	1	0
366	2	1
439	3	0
5	3	1
219	2	1
516	4	0
163	0	0
505	3	1
979	4	0
533	2	0
729	2	0
680	4	0
168	3	1
372	3	0
364	4	0
178	2	1
604	2	0
864	4	0
904	0	1
597	2	1
936	3	0
366	2	0
823	4	1
7	1	0
314	1	1
561	0	0
736	1	0
252	4	1
375	3	0
634	1	1
596	4	1
626	3	1
97	4	1
146	2	0
949	2	1
809	4	1
486	1	0
816	0	0
44	1	0
72	0	0
151	3	0
205	2	1
431	2	1
652	3	1
950	2	1
608	3	0
119	1	1
442	3	0
2	2	1
733	1	0
800	3	1
672	3	0
114	3	0
847	0	1
352	0	1
70	4	1
636	4	0
666	1	1
810	4	1
730	4	1
481	4	0
157	3	1
352	2	0
408	2	1
584	4	1
983	2	1
332	3	1
450	2	0
796	3	1
487	3	0
451	1	0
445	2	1
880	3	1
50	3	1
281	2	1
71	2	1
403	2	0
692	0	0
417	2	0
352	3	0
292	2	1
102	2	0
905	1	0
411	1	1
885	3	0
901	1	1
967	2	1
361	1	1
272	4	1
